Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
RCUS,"Arcus Biosciences, Inc.",15.89,$676.13M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rcus
ARD,Ardagh Group S.A.,18.52,$4.38B,2017,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/ard
ASC,Ardmore Shipping Corporation,7.25,$235.23M,2013,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/asc
AFC,Ares Capital Corporation,25.45,$203.6M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afc
ACRE,Ares Commercial Real Estate Corporation,12.22,$349.48M,2012,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/acre
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",16.15,$370.85M,2012,n/a,n/a,https://www.nasdaq.com/symbol/ardc
ARES,Ares Management L.P.,21.2,$4.52B,2014,Finance,Investment Managers,https://www.nasdaq.com/symbol/ares
ARES^A,Ares Management L.P.,26.23,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ares^a
AGX,"Argan, Inc.",40.7,$632.83M,n/a,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/agx
ANET,"Arista Networks, Inc.",253.51,$18.73B,2014,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/anet
AI,Arlington Asset Investment Corp,10.93,$307.58M,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/ai
AI^B,Arlington Asset Investment Corp,24.8199,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ai^b
AIC,Arlington Asset Investment Corp,23.83,n/a,2015,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/aic
AIW,Arlington Asset Investment Corp,24.6178,n/a,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/aiw
AHH,"Armada Hoffler Properties, Inc.",13.42,$605.25M,2013,Finance,Real Estate,https://www.nasdaq.com/symbol/ahh
ARR,"ARMOUR Residential REIT, Inc.",23.2,$971.56M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/arr
ARR^A,"ARMOUR Residential REIT, Inc.",25.275,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arr^a
ARR^B,"ARMOUR Residential REIT, Inc.",24.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arr^b
AFI,"Armstrong Flooring, Inc.",13.03,$335.54M,2016,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/afi
AWI,Armstrong World Industries Inc,54.95,$2.92B,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/awi
ARW,"Arrow Electronics, Inc.",73.51,$6.44B,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/arw
AJG,Arthur J. Gallagher & Co.,67.1,$12.22B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/ajg
APAM,Artisan Partners Asset Management Inc.,32,$2.46B,2013,Finance,Investment Managers,https://www.nasdaq.com/symbol/apam
ASA,ASA Gold and Precious Metals Limited,10.49,$202.35M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asa
ABG,Asbury Automotive Group Inc,63.65,$1.33B,2002,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/abg
ASGN,ASGN Incorporated,82.52,$4.31B,1992,Technology,Professional Services,https://www.nasdaq.com/symbol/asgn
AHP,"Ashford Hospitality Prime, Inc.",9.97,$320.24M,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ahp
AHP^B,"Ashford Hospitality Prime, Inc.",19.4703,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ahp^b
AHT,Ashford Hospitality Trust Inc,6.39,$622.26M,2003,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aht
AHT^D,Ashford Hospitality Trust Inc,25.3538,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^d
AHT^F,Ashford Hospitality Trust Inc,23.21,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^f
AHT^G,Ashford Hospitality Trust Inc,23,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^g
AHT^H,Ashford Hospitality Trust Inc,23.123,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^h
AHT^I,Ashford Hospitality Trust Inc,23.39,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^i
ASH,Ashland Global Holdings Inc.,68.39,$4.26B,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/ash
APB,"Asia Pacific Fund, Inc. (The)",14.25,$147.4M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/apb
GRR,"Asia Tigers Fund, Inc. (The)",12.49,$43.3M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grr
ASPN,"Aspen Aerogels, Inc.",4.18,$98.83M,2014,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/aspn
AHL,Aspen Insurance Holdings Limited,45.35,$2.7B,2003,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ahl
AHL^C,Aspen Insurance Holdings Limited,26.01,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ahl^c
AHL^D,Aspen Insurance Holdings Limited,24.52,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ahl^d
ASB,Associated Banc-Corp,24.35,$4.14B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asb
ASB^C,Associated Banc-Corp,26.0184,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^c
ASB^D,Associated Banc-Corp,24.8452,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^d
AC,"Associated Capital Group, Inc.",36.4,$860.32M,2015,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ac
AIZ,"Assurant, Inc.",88.18,$4.63B,2004,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aiz
AIZP,"Assurant, Inc.",103,n/a,n/a,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aizp
AGO,Assured Guaranty Ltd.,35.63,$4.1B,2004,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ago
AGO^B,Assured Guaranty Ltd.,25.8585,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^b
AGO^E,Assured Guaranty Ltd.,25.34,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^e
AGO^F,Assured Guaranty Ltd.,24.7189,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^f
AZN,Astrazeneca PLC,34.69,$87.87B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azn
HOME,At Home Group Inc.,30.93,$1.91B,2016,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/home
T,AT&T Inc.,35.1,$227.98B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/t
TBB,AT&T Inc.,25.31,n/a,2017,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tbb
ATTO,Atento S.A.,8.05,$594.97M,2014,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atto
ATH,Athene Holding Ltd.,47.4,$9.48B,2016,Finance,Life Insurance,https://www.nasdaq.com/symbol/ath
ATKR,Atkore International Group Inc.,19.18,$889.6M,2016,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/atkr
AT,Atlantic Power Corporation,2.1,$243.62M,n/a,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/at
ATO,Atmos Energy Corporation,82.85,$9.19B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/ato
AUO,AU Optronics Corp,4.6,$4.43B,2002,Technology,Semiconductors,https://www.nasdaq.com/symbol/auo
ATHM,Autohome Inc.,84.39,$9.97B,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/athm
ALV,"Autoliv, Inc.",142.87,$12.44B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/alv
AN,"AutoNation, Inc.",45.41,$4.17B,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/an
AZO,"AutoZone, Inc.",613.15,$16.49B,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/azo
AVB,"AvalonBay Communities, Inc.",162.66,$22.46B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/avb
AGR,"Avangrid, Inc.",50.79,$15.7B,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/agr
AVYA,Avaya Holdings Corp.,21.72,$2.38B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/avya
AVY,Avery Dennison Corporation,103.87,$9.15B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/avy
AVH,Avianca Holdings S.A.,8.2,$1.02B,2013,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/avh
AVA,Avista Corporation,50.91,$3.34B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ava
AVT,"Avnet, Inc.",40.21,$4.82B,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/avt
AVP,"Avon Products, Inc.",2.7,$1.19B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/avp
AVX,AVX Corporation,16.17,$2.72B,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/avx
AXTA,Axalta Coating Systems Ltd.,30.03,$7.36B,2014,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/axta
AXS,Axis Capital Holdings Limited,57.04,$4.76B,2003,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/axs
AXS^D,Axis Capital Holdings Limited,24.77,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/axs^d
AXS^E,Axis Capital Holdings Limited,24.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/axs^e
AZUL,Azul S.A.,33.81,$3.76B,2017,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/azul
AZRE,Azure Power Global Limited,14.1,$366.39M,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/azre
AZZ,AZZ Inc.,42.8,$1.11B,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/azz
BGS,"B&G Foods, Inc.",23.05,$1.53B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/bgs
BW,Babcock,4.29,$255.7M,2015,Capital Goods,Building Products,https://www.nasdaq.com/symbol/bw
BGH,Babson Global Short Duration High Yield Fund,18.54,$371.87M,2012,n/a,n/a,https://www.nasdaq.com/symbol/bgh
BMI,"Badger Meter, Inc.",46.05,$1.34B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bmi
BHGE,"Baker Hughes, a GE company",27.77,$31.28B,2017,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/bhge
BBN,BalckRock Taxable Municipal Bond Trust,22.37,$1.28B,2010,n/a,n/a,https://www.nasdaq.com/symbol/bbn
BLL,Ball Corporation,38.89,$13.63B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/bll
BANC,"Banc of California, Inc.",19.15,$968.82M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banc
BANC^C,"Banc of California, Inc.",25.65,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banc^c
BANC^D,"Banc of California, Inc.",25.9724,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banc^d
BANC^E,"Banc of California, Inc.",25.55,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banc^e
BBVA,Banco Bilbao Viscaya Argentaria S.A.,7.79,$51.94B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bbva
BBD,Banco Bradesco Sa,10.69,$71.55B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbd
BBDO,Banco Bradesco Sa,10.16,$61.82B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbdo
BCH,Banco De Chile,100.35,$17B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bch
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",28.4,$1.12B,1992,Finance,Commercial Banks,https://www.nasdaq.com/symbol/blx
BSMX,"Banco Santander (M?xico), S.A., Instituci?n de Ban",7.1,$9.64B,2012,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsmx
BSBR,Banco Santander Brasil SA,11.91,$89.24B,2009,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsbr
BSAC,Banco Santander Chile,33.66,$15.86B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsac
SAN,"Banco Santander, S.A.",6.43,$103.76B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/san
SAN^A,"Banco Santander, S.A.",26.03,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/san^a
SAN^B,"Banco Santander, S.A.",24.94,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/san^b
SAN^C,"Banco Santander, S.A.",25.845,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/san^c
SAN^I,"Banco Santander, S.A.",25.522,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/san^i
CIB,BanColombia S.A.,43.13,$10.37B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/cib
BXS,BancorpSouth Bank,31.1,$2.81B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bxs
BAC,Bank of America Corporation,29.31,$299.67B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac
BAC.WS.A,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac.ws.a
BAC.WS.B,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac.ws.b
BAC^A,Bank of America Corporation,25.93,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^a
BAC^C,Bank of America Corporation,26.03,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^c
BAC^D,Bank of America Corporation,25.475,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^d
BAC^E,Bank of America Corporation,23.52,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^e
BAC^I,Bank of America Corporation,25.73,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^i
BAC^L,Bank of America Corporation,1284.77,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^l
BAC^W,Bank of America Corporation,26.23,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac^w
BAC^Y,Bank of America Corporation,26.42,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac^y
BML^G,Bank of America Corporation,22.1198,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^g
BML^H,Bank of America Corporation,22,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^h
BML^I,Bank of America Corporation,25.59,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^i
BML^J,Bank of America Corporation,23.5901,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^j
BML^L,Bank of America Corporation,23.49,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^l
BOH,Bank of Hawaii Corporation,81.29,$3.45B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/boh
BMO,Bank Of Montreal,74.84,$48.31B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmo
NTB,Bank of N.T. Butterfield & Son Limited (The),43.57,$2.4B,2016,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ntb
BK,Bank Of New York Mellon Corporation (The),50.15,$50.53B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bk
BK^C,Bank Of New York Mellon Corporation (The),25.15,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bk^c
BNS,Bank of Nova Scotia (The),60.26,$72.19B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bns
BKU,"BankUnited, Inc.",38.97,$4.13B,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bku
BCS,Barclays PLC,11.68,$49.83B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bcs
BCS^D,Barclays PLC,26.32,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bcs^d
MCI,Barings Corporate Investors,14.9601,$298.3M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mci
MPV,Barings Participation Investors,14.68,$153.53M,1988,Consumer Services,Miscellaneous,https://www.nasdaq.com/symbol/mpv
BNED,"Barnes & Noble Education, Inc",6.59,$309.17M,2015,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bned
BKS,"Barnes & Noble, Inc.",4.9,$356.69M,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bks
B,"Barnes Group, Inc.",58.78,$3.12B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/b
ABX,Barrick Gold Corporation,12.62,$14.72B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/abx
BAS,"Basic Energy Services, Inc.",13.28,$350.81M,2005,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/bas
BAX,Baxter International Inc.,63.43,$34.11B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bax
BTE,Baytex Energy Corp,2.66,$626.3M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bte
BBT,BB&T Corporation,50.93,$39.59B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbt
BBT^D,BB&T Corporation,25.34,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^d
BBT^E,BB&T Corporation,25.015,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^e
BBT^F,BB&T Corporation,24.93,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^f
BBT^G,BB&T Corporation,24.98,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^g
BBT^H,BB&T Corporation,26.38,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^h
BFR,BBVA Banco Frances S.A.,22.75,$4.65B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bfr
BBX,BBX Capital Corporation,9.17,$950.87M,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/bbx
BCE,"BCE, Inc.",42.59,$38.38B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/bce
BZH,"Beazer Homes USA, Inc.",15.13,$508.64M,1994,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/bzh
BDX,"Becton, Dickinson and Company",213.3,$56.79B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdx
BDXA,"Becton, Dickinson and Company",57.48,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdxa
BDC,Belden Inc,65.93,$2.76B,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/bdc
BDC^B,Belden Inc,89.95,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bdc^b
BXE,Bellatrix Exploration Ltd,1.09,$53.82M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bxe
BEL,Belmond Ltd.,10.9,$1.12B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/bel
BMS,"Bemis Company, Inc.",43.45,$4B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/bms
BHE,"Benchmark Electronics, Inc.",29.15,$1.42B,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/bhe
BRK.A,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brk.a
BRK.B,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brk.b
BHLB,"Berkshire Hills Bancorp, Inc.",37.4,$1.7B,n/a,Finance,Banks,https://www.nasdaq.com/symbol/bhlb
BERY,"Berry Global Group, Inc.",53.63,$7.04B,2012,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/bery
BBY,"Best Buy Co., Inc.",68.92,$19.5B,n/a,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/bby
BSTI,BEST Inc.,9.95,$3.72B,2017,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/bsti
BGCA,"BGC Partners, Inc.",25.6105,n/a,2012,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/bgca
BHP,BHP Billiton Limited,43.68,$116.27B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/bhp
BBL,BHP Billiton plc,39.1,$104.08B,n/a,Energy,Coal Mining,https://www.nasdaq.com/symbol/bbl
BIG,"Big Lots, Inc.",43.12,$1.81B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/big
BH,Biglari Holdings Inc.,398.95,$824.9M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/bh
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,24.53,$947.03M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bhvn
BIO,"Bio-Rad Laboratories, Inc.",247.38,$7.36B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/bio
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bio.b
BITA,Bitauto Holdings Limited,20.99,$1.51B,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/bita
BKH,Black Hills Corporation,53.96,$2.89B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/bkh
BKHU,Black Hills Corporation,59.76,n/a,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/bkhu
BKI,"Black Knight, Inc.",46.9,$6.99B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bki
BSM,"Black Stone Minerals, L.P.",16.59,$3.31B,2015,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bsm
BB,BlackBerry Limited,10.72,$5.75B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bb
BGIO,BlackRock 2022 Global Income Opportunity Trust,9.5,$199.67M,2017,n/a,n/a,https://www.nasdaq.com/symbol/bgio
BJZ,Blackrock California Municipal 2018 Term Trust,14.74,$94.82M,2001,n/a,n/a,https://www.nasdaq.com/symbol/bjz
BFZ,BlackRock California Municipal Income Trust,12.99,$414.42M,2001,n/a,n/a,https://www.nasdaq.com/symbol/bfz
CII,Blackrock Capital and Income Strategies Fund Inc,15.39,$679.03M,2004,n/a,n/a,https://www.nasdaq.com/symbol/cii
BHK,Blackrock Core Bond Trust,13.08,$705.47M,2001,n/a,n/a,https://www.nasdaq.com/symbol/bhk
HYT,"Blackrock Corporate High Yield Fund, Inc.",10.56,$1.34B,2003,n/a,n/a,https://www.nasdaq.com/symbol/hyt
BTZ,BlackRock Credit Allocation Income Trust,12.65,$1.36B,2006,n/a,n/a,https://www.nasdaq.com/symbol/btz
DSU,"Blackrock Debt Strategies Fund, Inc.",11.6,$713.39M,1998,n/a,n/a,https://www.nasdaq.com/symbol/dsu
BGR,BlackRock Energy and Resources Trust,12.97,$386.83M,2004,n/a,n/a,https://www.nasdaq.com/symbol/bgr
